id,keyword,location,text,predicted_label,predicted_severity,disaster_label
4048,displaced,International Action,Heat wave adding to the misery of internally-displaced Gazans http://t.co/jW3hN9ewFT via @PressTV http://t.co/NYWrkRQ7Kn,1,Severe,2
4053,displaced,Pedophile hunting ground,.POTUS #StrategicPatience is a strategy for #Genocide; refugees; IDP Internally displaced people; horror; etc. https://t.co/rqWuoy1fm4,1,Severe,2
4066,displaced,magodo,#mightyworld Thousands displaced after monsoon rains in Myanmar: Tens of thousands of people have been displac... http://t.co/HkSDk89c6C,1,Mild,0
4067,displaced,Unknown,Angry Woman Openly Accuses NEMA Of Stealing Relief Materials Meant For IDPs: An angry Internally Displaced woman... http://t.co/C1vzJOr2qz,1,Severe,2
4070,displaced,"Indianapolis, IN",Job event targets displaced Double 8 employees http://t.co/2SJaaDRYdc http://t.co/RovTa5EUQO,1,Moderate,1
4073,displaced,U.S.,#Myanmar  Displaced #Rohingya at #Sittwe point of no return http://t.co/3S8nhaPVCh  #Prison like conditions #genocide IHHen MSF Refugees,1,Moderate,1
4075,displaced,usa,local family displaced by fire http://t.co/f1nu18CArd via @gofundme  Lets help that family out please,1,Moderate,1
4082,displaced,U.S.,.POTUS #StrategicPatience is a strategy for #Genocide; refugees; IDP Internally displaced people; horror; etc. https://t.co/8owC41FMBR,1,Severe,2
4099,drought,Unknown,U.S. in record hurricane drought http://t.co/NratKzyU5E #JustBitching http://t.co/JATvPAT0MO,1,Mild,0
4102,drought,"Beaumont, Texas",Drought report lists SE Texas as 'abnormally dry' http://t.co/wBOXpyoZj0 #SETXNews,1,Moderate,1
4110,drought,arizona,@MarcVegan @NonDairyKerry true. Also takes 16000 gal water to produce 1 lb hamburger. Drought in Midwest will be chaos,1,Severe,2
4118,drought,Portugal-Spain-Indonesia,U.S. in record hurricane drought http://t.co/JXOMdLtJ73,1,Mild,0
4120,drought,"Tyler, TX",New drought monitor showing drought spreads in ETX. 'Severe Drought' in Marion/Harrison Counties. @KLTV7 http://t.co/v8eG2kSLoH,1,Severe,2
4130,drought,Unknown,Water conservation urged for North Thompson: B.C. government declares a Level 3 drought level for the North Th... http://t.co/dJ4qw8YfW5,1,Mild,0
4134,drought,Hustle Flow Nation,#KondoByJaymOnI U.S. in record hurricane drought http://t.co/fqLSkejWxH #Anticipate,1,Mild,0
4137,drought,"Dubai, UAE",U.S. in record hurricane drought http://t.co/Wd4UdSxacq via CNN,1,Mild,0
4207,drowned,UK,Hundreds feared drowned as migrant boat capsizes off Libya: Hundreds of migrants are feared to have drowned af... http://t.co/bF3OhacB1r,1,Severe,2
4208,drowned,Unknown,100s of migrants feared drowned after 700 squeeze onto boat in Mediterranean.  http://t.co/lsyPtk18se,1,Severe,2
4215,drowned,Germany,Hundreds feared drowned as migrant boat capsizes off Libya: Hundreds of migrants are feared to have drowned af... http://t.co/Cbhe0eXIRA,1,Severe,2
4217,drowned,FEMA REGION 2,Hundreds of migrants feared drowned off Libya: http://t.co/RTx4O0SIyH #news #bbc #cnn #msnbc #nyt #tcot #tlot #waar #ccot #ctot #p2 #ap,1,Severe,2
4223,drowned,Unknown,Hundreds feared drowned as migrant boat capsizes off Libya http://t.co/U8H5s8oPs5 #NLU,1,Severe,2
4231,drowned,Jupiter,#dw_english Hundreds feared drowned as migrant boat capsizes off Libya: Hundreds of migrants are feared to hav... http://t.co/i9HW0qZoVy,1,Severe,2
4254,drowning,Unknown,Boy saves autistic brother from drowning: A nine-year-old in Maine dove into a pool to save his autistic broth... http://t.co/pihUIaOR5O,1,Mild,0
4258,drowning,"Atlanta, GA",Family mourns drowning of 'superhero' toddler with rare epilepsy: Bradley Diebold suffered hundreds of epilept... http://t.co/aSAn4yGd48,1,Severe,2
4285,drowning,Liverpool,Boy saves autistic brother from drowning: A nine-year-old in Maine dove into a pool to save his autistic brother from drowning,1,Mild,0
4308,dust storm,Unknown,The dust storm chase scene is pretty damn cool. #GhostProtocol,1,Mild,0
4311,dust storm,Unknown,recent project (Dust Storm ). :) http://t.co/jmj9izVvzO,1,Mild,0
4315,dust storm,Mtl,Photo: susfu: Dust storm rolling onto the base by cptesco August 03 2008 at 09:39PM http://t.co/ekkruDQzbv,1,Mild,0
4331,dust storm,France,Photoset: hookier: New stills from The Dust Storm (x) http://t.co/h8YjcFG8hv,1,Mild,0
4338,dust storm,San Francisco,@whatupdave Headline in 2075 'Dust Storm on Mars Destroys 1% of Money Supply',1,Severe,2
4339,dust storm,Louisville Kentucky,Pickathon dust storm is sadly over but we have @sunsetballard in Seattle tonight to look forward to w/ @tomonakayama http://t.co/RtgGzWCAix,1,Mild,0
4340,dust storm,The Universe,Kids Disappear in Dust Storm in Atmospheric Aussie Thriller http://t.co/iR7VaxehEW RT @Newz_Sacramento,1,Mild,0
4346,dust storm,San Francisco,A dust storm in Pheonix. http://t.co/AMgfOnzUSD,1,Mild,0
4347,dust storm,Unknown,NASA MODIS image: Dust storm over Morocco and the Straits of Gibraltar http://t.co/Q1jBreEsXv #duststorm,1,Mild,0
4360,earthquake,"Hawaii, USA",USGS EQ: M 1.9 - 5km S of Volcano Hawaii: Time2015-08-06 01:04:01 UTC2015-08-05 15:04:01 -10:00 a... http://t.co/3rrGHT4ewp #EarthQuake,1,Mild,0
4364,earthquake,"Do Not Follow Me, Am I a Bot.",#Earthquake of M 2.9 - 140km W of Ferndale California http://t.co/8t8oSCs4w7,1,Mild,0
4367,earthquake,"Bay Area, California ",@lizXy_ IMAGINE IF AN EARTHQUAKE HAPPENED,1,Mild,0
4369,earthquake,"Sydney, New South Wales",#Children traumatised after the Nepal earthquake are educated on coping mechanisms.   http://t.co/UbwDBydK1a,1,Severe,2
4380,earthquake,Unknown,5.3 #Earthquake in South Of Fiji Islands. #iPhone users download the Earthquake app for more information http://t.co/V3aZWOAmzK,1,Mild,0
4386,earthquake,"Alaska, USA",#USGS M 1.9 - 15km E of Anchorage Alaska: Time2015-08-06 00:11:16 UTC2015-08-05 16:11:16 -08:00 at epicen... http://t.co/HkIiPyX5jL #SM,1,Mild,0
4389,earthquake,"California, USA",1.57 magnitude #earthquake. 27 km from #Ramona CA #UnitedStates http://t.co/ZtOlVGkDuk,1,Mild,0
4390,earthquake,"Alaska, USA",1.9 magnitude #earthquake. 16 km from Anchorage AK #UnitedStates http://t.co/wVu08yJGOK,1,Mild,0
4461,electrocuted,USA,South Side factory where worker electrocuted pays $17000 penalty #Columbus http://t.co/nSGWiCYXFT,1,Moderate,1
4469,electrocuted,Central #Ohio,South Side factory where worker electrocuted pays $17000 penalty http://t.co/PENJHc4ZCx #Columbus #Ohio #news,1,Moderate,1
4545,emergency,"Las Vegas, Nevada",Be safe and be prepare from emergency kits to evacuation. Alertness esp women and children who are also @gmanews  https://t.co/3GALBowItN,1,Mild,0
4552,emergency plan,"Calgary, Canada",Municipal Emergency Plan deactivated! Crisis averted.  https://t.co/37L4qUAAVu,1,Severe,2
4554,emergency plan,Unknown,Calgary takes another beating from summer storms; City activates emergency plan http://t.co/4oi9hMo7om,1,Moderate,1
4558,emergency plan,"Vancouver, Canada",Calgary takes another beating from summer storms; City activates emergency plan: It was another day of watching theÛ_ http://t.co/240ZLieBrk,1,Moderate,1
4559,emergency plan,"Paonia, Colorado",@go2MarkFranco I spoke w Caleen Sisk. If #ShastaDam gets funded through Cali Emergency Drought Act I plan on doing story wfocus on Winnemem,1,Mild,0
4581,emergency plan,edmonton,Calgary takes another beating from summer storms; City activates emergency plan http://t.co/u59DmRnlTK,1,Moderate,1
4583,emergency plan,Calgary,Calgary takes another beating from summer storms; City activates emergency plan #yyc #abstorm http://t.co/iQIXjtUEwH,1,Moderate,1
4586,emergency plan,In erotic world ,Calgary takes another beating from summer storms; City activates emergency plan: Calgary Airdrie Okotoks and... http://t.co/i7QX4hAz6R,1,Moderate,1
4591,emergency plan,"Calgary, Alberta",Storm prompts activation of City of Calgary's Municipal Emergency Plan: As the City of Calgary remains under aÛ_ http://t.co/7jcR8REgUv,1,Moderate,1
4603,emergency services,Singapore,Call for Tasmania's emergency services to be trained in horse rescues http://t.co/q9OXqfdGwX #abcnews,1,Moderate,1
4612,emergency services,"Lismore, New South Wales",Ballina emergency services have again been activated following a shark sighting of what has been described as two... http://t.co/Eu5tKTptpW,1,Moderate,1
4613,emergency services,UK.,Call for Tasmania's emergency services to be trained in horse rescues http://t.co/zVQwLpScSC,1,Moderate,1
4647,emergency services,"Bodmin, Cornwall",@bodminmoor1 experienced the expertise of some of Cornwalls finest emergency and rescue services!,1,Mild,0
4654,engulfed,United Kingdom,Tube strike live: Latest travel updates as London is engulfed in chaos - http://t.co/wrMSpcpml3 http://t.co/nWolqktxaf,1,Severe,2
4683,engulfed,Unknown,Men escape car engulfed in flames in Parley's Canyon crews investigating cause - http://t.co/1TVFfba95l http://t.co/ALjwAWkxPj,1,Mild,0
4685,engulfed,"Hollywood, California",#Tubestrike live: Latest travel updates as #London is engulfed in chaos - Telegraph http://t.co/AFzJamLFe6,1,Severe,2
4728,evacuate,Kurdistan ,ISIS are deploying their troops to other battle grounds since deal with Turkey to evacuate buffer zone areas hence moving fronts to Assad.,1,Severe,2
4733,evacuate,foothills,What if the fire up in the Catalinas gets worse and we have to evacuate the area. Aka no school tomorrow,1,Moderate,1
4743,evacuate,San Diego,my father fucking died when the north tower collapsed ON HIM as he was trying to evacuate more people from the building.,1,Severe,2
4756,evacuate,Oregon & SW Washington,Town of Roosevelt Washington ordered to evacuate again as fire worsens http://t.co/Xkh5s1DR8d,1,Severe,2
4761,evacuated,"Arizona, USA",@misschaela_ not yet.  Everywhere else except us and like a few other shops like Panda are evacuated but they haven't come for us yet.,1,Mild,0
4764,evacuated,"Grand Rapids, Mich.",Chemical spill at GR water plant contained and water supply OK. @KocoMcAboy asked plant officials what happened: http://t.co/FHPLkEX3oK,1,Mild,0
4767,evacuated,Unknown,A house was evacuated in Orakei after a bank collapsed and trees were felled by strong winds in Auckland ... http://t.co/UCuCmKypdN #NZ,1,Mild,0
4772,evacuated,St. Louis,Chesterfield apartment complex evacuated because of fire #STL http://t.co/MIq39IOK3U,1,Moderate,1
4776,evacuated,"Gold Coast, Australia",Gold Coast tram evacuated due to broken powerlines http://t.co/hJqbA42iY9 #Local NewsbrokenEmergency ServicesGold CoastpowerlineTramTr,1,Moderate,1
4780,evacuated,State of Jefferson,"So many fires in NorCal they can't fight some of them. 

Pray for our firefighters air tanker pilots support crews &amp; evacuated people.",1,Mild,0
4781,evacuated,"Queensland, Australia",#FortitudeValley unit damaged and residents evacuated after fire broke out after 7am this morning #7News http://t.co/8iZgxCeLcc,1,Severe,2
4792,evacuated,Auckland NZ,Family evacuated after weather bomb http://t.co/2A4z8pmvVE,1,Moderate,1
4796,evacuated,Chicagoland and the world!,Grass fire burns past Roosevelt Wash. prompts evacuation http://t.co/BSuDXCPrSG #fire #firefighter,1,Severe,2
4801,evacuated,"Chicago, Illinois",Green Line train derails on South Side passengers safely evacuated CTA says http://t.co/w6F7ZiS3KA http://t.co/t7L8jCjyq3,1,Mild,0
4804,evacuated,Everywhere.. ,Why does the secret bunker used by Cheney during 9/11 look like it was catered when ktchn staff had been evacuated?,1,Mild,0
4805,evacuated,Australia,Valley building evacuated after fire http://t.co/nyqF8GqMzg #queensland,1,Moderate,1
4806,evacuated,Unknown,13000 evacuated as California firefighters fight flames to save homes: CLEARLAKE OAKS Calif. ÛÓ Wildfires lik... http://t.co/xwBYeaOWMw,1,Mild,0
4817,evacuation,Nigeria ,FAAN orders evacuation of abandoned aircraft at MMA http://t.co/5RXI47gCAj #NEWS @TodayNGR,1,Moderate,1
4824,evacuation,"West Palm Beach, FL",Do you know your hurricane evacuation route? Find it here: http://t.co/mWMVIcdW9O,1,Mild,0
4827,evacuation,"Chevy Chase, MD",The EFAK would be designed for building occupants once they evacuate and report to their evacuation assembly sites,1,Mild,0
4838,evacuation,"The Dalles, Oregon",KCEM Jeff King reports a level 3 evacuation east of Roosevelt from Whitner rd to the county line between SR14 &amp; Hale rd.,1,Mild,0
4839,evacuation,NIFC,#MadRiverComplex #CA #CASRF http://t.co/hjWLDCLiE4 Mad River Complex: Evacuation Advisory for Swayback Ridge Area,1,Mild,0
4841,evacuation,Unknown,@CALFIRE_PIO Being prepared is crucial but returning to homes after evacuation only to find them robbed is criminal! #WillowFire,1,Severe,2
4851,evacuation,Edmonton Alberta Canada,Survey: 52% of medical care facilities near nuclear plants lack evacuation plans http://t.co/vLMmCdPkRo,1,Moderate,1
4855,evacuation,Breaking News,Evacuation order lifted for town of Roosevelt - Washington Times http://t.co/Kue48Nmjxh,1,Mild,0
4921,exploded,"Alexander, Iowa",#Aphid population in #NorthIowa has exploded in last 4 days! http://t.co/cw6jxYVbNj #FromTheField,1,Mild,0
4928,exploded,"ÌÏT: 39.168519,-119.766123",Holy hell the bathroom on car 649 smells like is exploded... @Metrolink,1,Mild,0
4937,exploded,Unknown,#news #science London warship exploded in 1665 because sailors were recycling artillery cartridges: A dive to ... http://t.co/r4WGXrA59M,1,Mild,0
4939,exploded,Unknown,At this moment 70 years ago (local time) the 'Little Boy' atomic bomb exploded over Hiroshima instantly killing at least 70-80000 people.,1,Severe,2
4960,exploded,?????,Fun. Hobby Lobby exploded in this home. http://t.co/TT5L40sjaI,1,Mild,0
4963,explosion,Unknown,Hp lto-5 lump together warehouse information explosion is more than one divestment able: PMngiqy,1,Mild,0
4965,explosion,Unknown,GAElite 0    Explosion Greg 1 [Top 2nd] [0 Out] [0 balls] [0 strikes] ... No one on [P: #16 Morgan Orchard] [B: ],1,Moderate,1
4991,explosion,Unknown,Ahead of Print: A New Paradigm of Injuries From Terrorist Explosions as a Function of Explosion Setting Type.:... http://t.co/tqQc3yxBoR,1,Severe,2
5003,explosion,"Florida, USA",1 injured in Naples boat explosion http://t.co/89lcTH3Sx1,1,Moderate,1
5012,eyewitness,California,Read an eyewitness account from #Hiroshima on Aug. 6 1945 http://t.co/sbIP9g52YQ Mankind's worst invention.,1,Severe,2
5023,eyewitness,Free Palestine | Save Gaza,#Fracking #Ecocide Eyewitness to Extreme Weather: 11 Social Media Posts that Show Just How Crazy T... http://t.co/dEdDH8Rme8 #Revolution,1,Moderate,1
5031,eyewitness,Unknown,How 'Little Boy' Affected the People In Hiroshima - Eyewitness Testimonials! - https://t.co/5x5hSV5sKO,1,Mild,0
5036,eyewitness,"Cape Town, South Africa",Cape Town: Thousands living on Cape Town's streets - Eyewitness News: Eyewitness NewsThousands living on Cape ... http://t.co/nAo6EWCPK2,1,Mild,0
5045,eyewitness,Unknown,Dutch crane collapses demolishes houses: Dramatic eyewitness video captures the moment a Dutch crane hoisting...  http://t.co/8PpZNGYAqE,1,Moderate,1
5048,eyewitness,Montreal,Dutch crane collapses demolishes houses: Dramatic eyewitness video captures the moment a Dutch crane hoisting... http://t.co/AJHKfh4e7G,1,Moderate,1
5066,famine,Unknown,http://t.co/tcXRtfaPZa Russian 'food crematoria' provoke outrage amid crisis famine memories http://t.co/eT9xxfdJnM,1,Severe,2
5070,famine,Blog,'Russian 'Food Crematoria' Provoke Outrage Amid Crisis Famine Memories' by REUTERS via NYT http://t.co/jbYjbQEoiK #Ukraine,1,Severe,2
5077,famine,"Washington, DC",Ukraine famine memorial in progress since 2006 goes up in Washington: http://t.co/Td7VIEoODi,1,Mild,0
5081,famine,Unknown,#IntlDevelopment Ukraine Famine Monument Erected In Washington: Û_ who perished in the Ukraine famine of the 19...  http://t.co/nUPy6EPAWn,1,Severe,2
5090,famine,"Kyiv (Kiev), Ukraine (????, ????, ???????)",#Ukraine #Kyiv #News Radio Free Europe/Radio Liberty: Ukraine famine monument erected in ... http://t.co/ME5u1YqH4i #Kiev #Ukrainian #Ua,1,Moderate,1
5100,famine,"Dublin, Ireland. ",Miners strike; Botha Apartheid SA Tutu Nobel prize; IRA bomb Brighton  Famine in Ethiopia. '84 feels like yesterday http://t.co/UZKssvj9CW,1,Moderate,1
5108,famine,kyiv. ukraine,Russian 'food crematoria' provoke outrage amid crisis famine memories http://t.co/kZYvMnqHy7 via @Reuters,1,Severe,2
5111,fatal,Cincinnati,Protesters mark year since fatal police shooting in Wal-Mart (from @AP) http://t.co/3KbeJGmj0d,1,Severe,2
5112,fatal,"Kansas City, MO",Police investigate fatal shooting on 71 Highway http://t.co/0KJjdaOJHI,1,Severe,2
5121,fatal,Unknown,11-Year-Old Boy Charged With Manslaughter of Toddler: Report: An 11-year-old boy has been charged with manslaughter over the fatal sh...,1,Severe,2
5129,fatal,Milton Keynes ,Trim error led to fatal Greek F-16 crash: ?A NATO safety investigation board report has determined that the ma... http://t.co/YhSahLKQo4,1,Severe,2
5151,fatal,Unknown,Investigators shift focus to cause of fatal Waimate fire http://t.co/ej0mewOupS,1,Severe,2
5156,fatal,"Buffalo, NY","Police continue to investigate fatal shooting on Vermont &amp; 14th Street
http://t.co/daACJ5Hfmq",1,Severe,2
5167,fatalities,"Greenville, SC",Highway Patrol reports uptick in statewide pedestrian fatalities - Post and Courier  http://t.co/xccv3D9IcR,1,Severe,2
5173,fatalities,Unknown,"http://t.co/pcdub1gQoC

#Figureskate #ToshikazuKatayama [Earthquake Report]@OnlyQuakeNews Get all the headlines of our earthquake-report.Û_",1,Mild,0
5205,fatalities,seattle,Wow 3 are WSEA RT @KING5Seattle: Seattle's deadliest red light runner intersections revealed http://t.co/zqUsy2k4ws http://t.co/OX6dHXEUwe,1,Mild,0
5294,fear,"Jakarta, Indonesia",FEAR GOD MORE NAJIB LESS: Nazir taking another stab at brother as govt threats police crackdownsÛ_ http://t.co/bQT9bjdUJG #WayneRooney_INA,1,Severe,2
5361,fire truck,NY,Tractor-trailers collide on NJ Turnpike å_ 42 http://t.co/OTEXyh79J8 http://t.co/MLZG4l0xnL,1,Mild,0
5363,fire truck,Tulsa,News On 6 Crew Neighbors Put Out Hallett Truck Fire http://t.co/TwqVKZY6Dn http://t.co/eeyveTLAHW,1,Moderate,1
5369,fire truck,Los Angeles,#Irvine #SigAlert update: 133 S now closed at Irvine Blvd. 133 N closed past the 5 b/c of trash truck fire. @KNX1070,1,Moderate,1
5374,fire truck,Tulsa,News On 6 Crew Neighbors Put Out Hallett Truck Fire http://t.co/TwqVKZY6Dn http://t.co/QoInQ6gc9M,1,Moderate,1
5376,fire truck,"Los Angeles, California",Photo: #NJTurnpike å_ NJ Turnpike Reopens Hours After Truck Fire In Linden; Driver Dead | NJ Turnpike... http://t.co/8SRT9rGaX7,1,Severe,2
5388,fire truck,"Queens, New York",@dmon2112 @C_T_Morgan but the fire rings of NYC permits I'd have to jump through for a food truck don't make it appealing,1,Moderate,1
5390,fire truck,"Fredericksburg, VA",Last night was a ball! Atop a 40 ft. fire truck latter!#NNO2015 http://t.co/0KTxo7HLne,1,Moderate,1
5393,fire truck,USA,Fire shuts down part of NJ Turnpike å_ 96 http://t.co/UzeatfZAyA http://t.co/ejrGK69aeq,1,Moderate,1
5395,fire truck,"Los Angeles, CA",This dude just pulled in front of our production with his truck on fire. Cops pulled up after we put it out http://t.co/e7DRPQUW4G,1,Moderate,1
5398,fire truck,Unknown,Truck catches fire in Warwick: A tree service truck caught fire around 7:15 p.m. on Wednesday in Warwick on In... http://t.co/nAdAvcq9VA,1,Moderate,1
5399,fire truck,USA,Pickup Truck Fire On Driscoll Bridge Snags Garden State Parkway #NewYork http://t.co/Q5YU2tZGte,1,Moderate,1
5401,fire truck,Unknown,Langhorne-Middletown Fire Co. welcomes new truck ... http://t.co/KrpJo9zMSx,1,Moderate,1
5402,fire truck,New Jersey,Truck driver died in Turnpike fire most lanes still closed police say http://t.co/tTmJgq6ayM via @njdotcom,1,Severe,2
5427,first responders,Northern Colorado,'An alarming trend among first responders is raising concerns for local fire departments in Colorado and around... http://t.co/Iqr6v6DTHr,1,Moderate,1
5431,first responders,Serving Oklahoma,Volunteers served first responders today during a tanker fire in Eufaula. Provided cold drinks and food. #okwx #tankerfire,1,Moderate,1
5434,first responders,"Baton Rouge, LA",'The longer you wait the more people die': #Lafayette theater shooting first responders relied on training: http://t.co/yXOojnbr7m,1,Moderate,1
5438,first responders,Unknown,"SPD OFFICER SHOT - PLEASE PRAY

Please pray for the Shreveport Police Department and other first responders... http://t.co/Kx1YnSME5T",1,Mild,0
5441,first responders,"Goldsboro, NC",Red Cross arrived on the scene around 9:30pm to canteen for first Responders fighting this massive blaze. Go... http://t.co/IDY9KsCaVV,1,Severe,2
5568,flood,Unknown,If you decide to get rid of #flood damaged #furniture solid waste will pick it up for a fee. You can call #Tampa Solid Waste at 813-274-8811,1,Moderate,1
5571,flood,United States,2 NNW Hana [Maui Co HI] COUNTY OFFICIAL reports COASTAL FLOOD at 5 Aug 10:00 AM HST -- WAIANAPANAPA STATE PARK CLOSED DUE TO LARGE SURF. Û_,1,Moderate,1
5572,flood,United States,Flood Advisory issued August 05 at 4:35PM EDT by NWS http://t.co/fuZ7y44P4I #WxKY,1,Mild,0
5591,flood,Canada,How did I know as soon as I walked out of class that Calgary would flood again today,1,Mild,0
5601,flood,Asia,Myanmar Flood Victims Need More Relief Aid and Food: Regions struggle with flood aftermath and dwindling suppl... http://t.co/O5adXdNnII,1,Severe,2
5606,flood,"Desloge, Mo","Flash Flood Watch in effect through 7:00am Thursday morning/12:00pm Thursday afternoon.
For: Perry Wayne Cape... http://t.co/fs7vro5seS",1,Mild,0
5616,flooding,"Austin, Texas",Memorial unveiled for Travis County Deputy Jessica Hollis who was killed in Sept. flooding http://t.co/uSiN3M9kgI http://t.co/Mo5lmviPw5,1,Severe,2
5630,flooding,New York City,#NYCHA says the pipe that burst and flooded apartments in a senior center is being repaired. http://t.co/eCyui3290H http://t.co/6S6sYUYypL,1,Mild,0
5636,flooding,United States,#BREAKING Business at the Sponge Docks washed out by rain flooding  /#news,1,Mild,0
5637,flooding,Unknown,Nigeria warned against massiveåÊflooding http://t.co/CofH4khFsD http://t.co/m0fLpPxIlg,1,Moderate,1
5639,flooding,"Raleigh, NC","@caseyliss def - and donÛªt even fathom when there is bad weather / flooding ??

#byebyeroad",1,Moderate,1
5640,flooding,"36702 State Road 52, Dade City","Flooding updates from Pasco County

http://t.co/gOSzRa5bdD",1,Mild,0
5643,flooding,State College Pa,Donate to help Myanmar Flooding victims http://t.co/fuRVRES9Ks,1,Mild,0
5667,floods,Tampa FL,Pasco officials impressed by drone video showing floods: Drone videos have given an up-close view of flooded areasÛ_ http://t.co/PrUunEDids,1,Mild,0
5678,floods,Islamabad,"@asgharchohan86 @AdilGhumro 
There are floods in kpk because you guys couldn't build dams in 30 years you ruled.
Even for your own Thar",1,Mild,0
5679,floods,Unknown,"Who is bringing the tornadoes and floods. Who is bringing the climate change. God is after America He is plaguing her
 
#FARRAKHAN #QUOTE",1,Mild,0
5681,floods,Colorado,"If I wouldn't have lost all my guns in #Colorado floods I would say I could completely understand
#copolitics #2A https://t.co/37rHlsobbn",1,Mild,0
5682,floods,Montana Misery,all cats are in....time for the floods.......,1,Mild,0
5691,floods,Unknown,VIDEO Facing Up To Persecution ÛÒ Pastors Silenced ÛÒ MB Obama holds Iraqi Christian asylumÛ_ https://t.co/qrtUzfHOdw http://t.co/xBNRPS8xHO,1,Severe,2
5696,floods," Elizabeth, NJ",Typhoon Soudelor approaches after 7 killed 2 missing in floods in Philippines http://t.co/hALJNnWrwi via @abc7chicago,1,Severe,2
5697,floods,"Manila, Philippines",Flash floods landslides possible as Hanna draws in more monsoon rains - Pagasa http://t.co/TzWmsEQPHW | via News5 #iBalita,1,Mild,0
5702,floods,"Brooksville, Florida",Myanmar floods occur during low season for river cruising - Pandaw River Expeditions is currently operating only t... http://t.co/cQtTGrkwf6,1,Mild,0
5708,floods,Australia,#WorldVision is responding to floods in #India and #MyanmarFlood with more than 300000 affected: http://t.co/eU8jypIzsd,1,Moderate,1
5709,floods,Unknown,Bengal floods: CM Mamata Banerjee blames DVC BJP claims state failed to use relief funds: KOLKATA: Even as fl... http://t.co/WFwWRcmi9t,1,Moderate,1
5718,forest fire,"Oregon, USA",Grass fire near Forest Grove contained. Sparked by a rock being struck by a tractor. #LiveOnK2 @JackieKATU http://t.co/Yr9mmIS7jT,1,Moderate,1
5723,forest fire,world,Damn dry desert forest fire...damn :( https://t.co/P5SoDrkVW3,1,Severe,2
5725,forest fire,Unknown,#Winston #salem Fire in Pisgah National Forest grows to 375 acres http://t.co/5IMxNGsaSA,1,Moderate,1
5728,forest fire,Unknown,Crews responding to small brush fire burning in Tahoe Forest - My News 4 - KRNV Reno NV http://t.co/VhyJnVug6f,1,Moderate,1
5731,forest fire,"Forest Grove, OR",OMG there's a news chopper over a 3-acre mostly contained fire outside Forest Grove? #slownewsday ?,1,Moderate,1
5735,forest fires,Unknown,#GlobalWarming U.S. Forest Service says spending more than half of budget on fires: Û_  United States the agen...  http://t.co/mWiE5CeEIi,1,Mild,0
5737,forest fires,Unknown,#Reuters #US Forest #Service says spending more than half of budget on fires http://t.co/XlpgKguhkG,1,Mild,0
5742,forest fires,San Francisco,Why can't they use ocean water to fight forest fires? http://t.co/NMWi5Sm3Uw,1,Moderate,1
5747,forest fires,west coast ,People come and go. Some are cigarette breaks others are forest fires.,1,Mild,0
5749,forest fires,"alberta, canada",@gilmanrocks7 ya it was. Damn forest fires.,1,Severe,2
5750,forest fires,"Muskegon, MI",@lldubs Are any of your vineyards affected by the forest fires in California?,1,Mild,0
5755,forest fires,Unknown,I hope the rain stops the forest fires tbh we've been on lvl. 3 lockdown for water for the past month :/,1,Mild,0
5756,forest fires,Unknown,Stubborn forest fires burn in two provinces |RZ| http://t.co/yZO948652k #Iran #IranElection,1,Moderate,1
5761,forest fires,"Washington, DC",Worth the read --&gt; As California fires rage the Forest Service sounds the alarm about sharply rising wildfire costs http://t.co/2LZtOMsAUz,1,Severe,2
5762,forest fires,"Panama City Beach, Florida",A group of Florida Forest Service firefighters could be deployed to California to help contain fires. Details at 10! http://t.co/tRrig5J1Re,1,Mild,0
5767,forest fires,Unknown,Property losses from northern CA wildfire nearly double http://t.co/fHqx7FiIVJ If you pray please remember CA people/forests/wildlife/water,1,Moderate,1
5768,forest fires,"Kruibeke, BelgiÌÇ",'People come and go. Some are cigarette breaks others are forest fires.',1,Mild,0
5770,forest fires,"Missoula, MT",Two New Bitterroot National Forest Fires are Largest for Forest So Far This Year http://t.co/zVa34qHU8M,1,Mild,0
5773,forest fires,"Madison, WI",Standing in mountaintop field scented with wildflowers dust and distant forest fires smell of impending rain in the air.  #fieldworksmells,1,Mild,0
5774,forest fires,Unknown,Q: Why do ducks have big flat feet? A: To stamp out forest fires. Q: Why do elephants have big flat feet? A: To stamp out flaming ducks.,1,Mild,0
5779,forest fires,NYC,Firefighting consumes Forest Service budget sparks political clash http://t.co/ARN8qfgNpm,1,Severe,2
5782,forest fires,NIFC,#RiverComplex #CA #CASHF http://t.co/37iYHPPNr4 River Complex: Six Rivers National Forest lightning fires ÛÒ Morning Update,1,Mild,0
5786,hail,Unknown,@froilan_canin https://t.co/caCXADLEb8 AFTERNOON DELIGHT Ha! Bounce filmed in between Calgary's Uber Hail Storms #yyc http://t.co/6zgkDpMMSK,1,Mild,0
5787,hail,United States,BYZ issues Severe Thunderstorm Warning [wind: 60 MPH hail: 1.00 IN] for Big Horn Yellowstone [MT] till Aug 5 8:00 PM MDT  Û_,1,Severe,2
5788,hail,Sales Specialist~ Worldwide  ,Hvy rain wind sm hail Tree down on Bluff Ridge Rd. Multiple trees down o on house on South Shades Crest Rd. (Past Lake Drive) @spann,1,Mild,0
5806,hail,Oklahoma,Severe Thunderstorm 7 Miles North of Arcadia Moving SE At 20 MPH. 60 MPH Wind Gusts and Large Hail. Hail... #okwx http://t.co/WEd69e4KRg,1,Severe,2
